,source,target,gene_A,gene_B,type_gene_A,type_gene_B,MeanLR
1084,Megakaryocyte,Myeloid,IGF2R,IGF1R,Ligand,Receptor,2.333
1085,Fibroblast,Neural,HRAS,INSR,Ligand,Receptor,2.434
1086,Fibroblast,MSC,HRAS,INSR,Ligand,Receptor,2.592
1087,Fibroblast,Fibroblast,HRAS,INSR,Ligand,Receptor,2.434
1088,Fibroblast,Megakaryocyte,HRAS,INSR,Ligand,Receptor,2.434
1089,Fibroblast,Myeloid,HRAS,INSR,Ligand,Receptor,2.434
1090,Myeloid,Neural,GNAI2,ADCY7,Ligand,Receptor,2.698
1091,Myeloid,MSC,GNAI2,ADCY7,Ligand,Receptor,2.698
1092,Myeloid,Fibroblast,GNAI2,ADCY7,Ligand,Receptor,2.698
1093,Myeloid,Megakaryocyte,GNAI2,ADCY7,Ligand,Receptor,2.698
1094,Myeloid,Myeloid,GNAI2,ADCY7,Ligand,Receptor,2.698
1095,Myeloid,Neural,GNAI2,TBXA2R,Ligand,Receptor,2.668
1096,Myeloid,MSC,GNAI2,TBXA2R,Ligand,Receptor,2.668
1097,Myeloid,Fibroblast,GNAI2,TBXA2R,Ligand,Receptor,2.668
1098,Myeloid,Megakaryocyte,GNAI2,TBXA2R,Ligand,Receptor,2.668
1099,Myeloid,Myeloid,GNAI2,TBXA2R,Ligand,Receptor,2.668
1100,Myeloid,Neural,GNAI2,ADRA2A,Ligand,Receptor,2.676
1101,Myeloid,MSC,GNAI2,ADRA2A,Ligand,Receptor,2.676
1102,Myeloid,Fibroblast,GNAI2,ADRA2A,Ligand,Receptor,2.676
1103,Myeloid,Megakaryocyte,GNAI2,ADRA2A,Ligand,Receptor,2.676
1104,Myeloid,Myeloid,GNAI2,ADRA2A,Ligand,Receptor,2.676
1105,Fibroblast,Neural,SLC3A2,F2R,Ligand,Receptor,2.275
1106,Fibroblast,MSC,SLC3A2,F2R,Ligand,Receptor,2.275
1107,Fibroblast,Fibroblast,SLC3A2,F2R,Ligand,Receptor,2.275
1108,Fibroblast,Megakaryocyte,SLC3A2,F2R,Ligand,Receptor,2.275
1109,Fibroblast,Myeloid,SLC3A2,F2R,Ligand,Receptor,2.275
1110,Myeloid,Neural,GNAI2,F2R,Ligand,Receptor,2.653
1111,Myeloid,MSC,GNAI2,F2R,Ligand,Receptor,2.653
1112,Myeloid,Fibroblast,GNAI2,F2R,Ligand,Receptor,2.653
1113,Myeloid,Megakaryocyte,GNAI2,F2R,Ligand,Receptor,2.653
1114,Myeloid,Myeloid,GNAI2,F2R,Ligand,Receptor,2.653
1115,MSC,Neural,APP,NGFR,Ligand,Receptor,2.628
1116,MSC,MSC,APP,NGFR,Ligand,Receptor,2.628
1117,MSC,Fibroblast,APP,NGFR,Ligand,Receptor,2.628
1118,MSC,Megakaryocyte,APP,NGFR,Ligand,Receptor,2.628
1119,MSC,Myeloid,APP,NGFR,Ligand,Receptor,2.628
1120,MSC,Neural,THBS1,SCARB1,Ligand,Receptor,2.3
1121,MSC,MSC,THBS1,SCARB1,Ligand,Receptor,2.3
1122,MSC,Fibroblast,THBS1,SCARB1,Ligand,Receptor,2.3
1123,MSC,Megakaryocyte,THBS1,SCARB1,Ligand,Receptor,2.3
1124,MSC,Myeloid,THBS1,SCARB1,Ligand,Receptor,2.3
1125,Fibroblast,Neural,CAV1,ICAM1,Ligand,Receptor,2.533
1126,Fibroblast,MSC,CAV1,ICAM1,Ligand,Receptor,2.533
1127,Fibroblast,Fibroblast,CAV1,ICAM1,Ligand,Receptor,2.533
1128,Fibroblast,Megakaryocyte,CAV1,ICAM1,Ligand,Receptor,2.533
1129,Fibroblast,Myeloid,CAV1,ICAM1,Ligand,Receptor,2.533
1130,Neural,Fibroblast,APP,CAV1,Ligand,Receptor,2.53
1131,MSC,Neural,APP,CAV1,Ligand,Receptor,2.564
1132,MSC,MSC,APP,CAV1,Ligand,Receptor,2.792
1133,MSC,Fibroblast,APP,CAV1,Ligand,Receptor,2.939
1134,Myeloid,Fibroblast,APP,CAV1,Ligand,Receptor,2.99
1135,Neural,Fibroblast,GNAI2,CAV1,Ligand,Receptor,2.587
1136,Fibroblast,Fibroblast,GNAI2,CAV1,Ligand,Receptor,2.592
1137,Myeloid,MSC,GNAI2,CAV1,Ligand,Receptor,2.84
1138,Myeloid,Fibroblast,GNAI2,CAV1,Ligand,Receptor,2.987
1139,Myeloid,Myeloid,GNAI2,CAV1,Ligand,Receptor,2.612
1140,MSC,Neural,APOE,SCARB1,Ligand,Receptor,3.0860000000000003
1141,MSC,MSC,APOE,SCARB1,Ligand,Receptor,3.0860000000000003
1142,MSC,Fibroblast,APOE,SCARB1,Ligand,Receptor,3.0860000000000003
1143,MSC,Megakaryocyte,APOE,SCARB1,Ligand,Receptor,3.0860000000000003
1144,MSC,Myeloid,APOE,SCARB1,Ligand,Receptor,3.0860000000000003
1145,MSC,Neural,GAS6,MERTK,Ligand,Receptor,2.95
1146,MSC,MSC,GAS6,MERTK,Ligand,Receptor,2.95
1147,MSC,Fibroblast,GAS6,MERTK,Ligand,Receptor,2.95
1148,MSC,Megakaryocyte,GAS6,MERTK,Ligand,Receptor,2.95
1149,MSC,Myeloid,GAS6,MERTK,Ligand,Receptor,2.95
1150,MSC,Neural,CXCL12,CXCR3,Ligand,Receptor,3.245
1151,MSC,MSC,CXCL12,CXCR3,Ligand,Receptor,3.245
1152,MSC,Fibroblast,CXCL12,CXCR3,Ligand,Receptor,3.245
1153,MSC,Megakaryocyte,CXCL12,CXCR3,Ligand,Receptor,3.689
1154,MSC,Myeloid,CXCL12,CXCR3,Ligand,Receptor,3.245
1155,MSC,Neural,GAS6,AXL,Ligand,Receptor,2.875
1156,MSC,MSC,GAS6,AXL,Ligand,Receptor,3.037
1157,MSC,Fibroblast,GAS6,AXL,Ligand,Receptor,3.233
1158,MSC,Megakaryocyte,GAS6,AXL,Ligand,Receptor,3.068
1159,MSC,Myeloid,GAS6,AXL,Ligand,Receptor,2.875
1160,Neural,Megakaryocyte,CCL5,CXCR3,Ligand,Receptor,2.5380000000000003
1161,MSC,Megakaryocyte,CCL5,CXCR3,Ligand,Receptor,2.5380000000000003
1162,Fibroblast,Megakaryocyte,CCL5,CXCR3,Ligand,Receptor,2.5780000000000003
1163,Megakaryocyte,Megakaryocyte,CCL5,CXCR3,Ligand,Receptor,2.658
1164,Myeloid,Megakaryocyte,CCL5,CXCR3,Ligand,Receptor,2.5380000000000003
1165,Neural,Megakaryocyte,PF4,CXCR3,Ligand,Receptor,2.52
1166,MSC,Megakaryocyte,PF4,CXCR3,Ligand,Receptor,2.52
1167,Fibroblast,Megakaryocyte,PF4,CXCR3,Ligand,Receptor,2.52
1168,Megakaryocyte,Megakaryocyte,PF4,CXCR3,Ligand,Receptor,2.589
1169,Myeloid,Megakaryocyte,PF4,CXCR3,Ligand,Receptor,2.52
1170,Neural,Megakaryocyte,GNAI2,CXCR3,Ligand,Receptor,2.705
1171,MSC,Megakaryocyte,GNAI2,CXCR3,Ligand,Receptor,2.627
1172,Fibroblast,Megakaryocyte,GNAI2,CXCR3,Ligand,Receptor,2.709
1173,Megakaryocyte,Megakaryocyte,GNAI2,CXCR3,Ligand,Receptor,2.624
1174,Myeloid,Megakaryocyte,GNAI2,CXCR3,Ligand,Receptor,3.104
1175,Neural,Neural,GSTP1,TRAF2,Ligand,Receptor,2.385
1176,Neural,MSC,GSTP1,TRAF2,Ligand,Receptor,2.385
1177,Neural,Fibroblast,GSTP1,TRAF2,Ligand,Receptor,2.385
1178,Neural,Megakaryocyte,GSTP1,TRAF2,Ligand,Receptor,2.385
1179,Neural,Myeloid,GSTP1,TRAF2,Ligand,Receptor,2.385
1180,MSC,Neural,LGALS3BP,VANGL1,Ligand,Receptor,2.565
1181,MSC,MSC,LGALS3BP,VANGL1,Ligand,Receptor,2.565
1182,MSC,Fibroblast,LGALS3BP,VANGL1,Ligand,Receptor,2.565
1183,MSC,Megakaryocyte,LGALS3BP,VANGL1,Ligand,Receptor,2.565
1184,MSC,Myeloid,LGALS3BP,VANGL1,Ligand,Receptor,2.565
1185,Neural,MSC,HSP90B1,LRP1,Ligand,Receptor,2.935
1186,MSC,MSC,HSP90B1,LRP1,Ligand,Receptor,3.173
1187,Fibroblast,MSC,HSP90B1,LRP1,Ligand,Receptor,2.695
1188,Megakaryocyte,MSC,HSP90B1,LRP1,Ligand,Receptor,3.029
1189,Myeloid,MSC,HSP90B1,LRP1,Ligand,Receptor,2.8110000000000004
1190,Neural,MSC,TNF,PTPRS,Ligand,Receptor,2.9560000000000004
1191,MSC,MSC,TNF,PTPRS,Ligand,Receptor,2.9560000000000004
1192,Fibroblast,MSC,TNF,PTPRS,Ligand,Receptor,2.9560000000000004
1193,Megakaryocyte,MSC,TNF,PTPRS,Ligand,Receptor,2.9560000000000004
1194,Myeloid,MSC,TNF,PTPRS,Ligand,Receptor,2.9560000000000004
1195,Neural,MSC,HSPG2,PTPRS,Ligand,Receptor,2.862
1196,MSC,MSC,HSPG2,PTPRS,Ligand,Receptor,3.093
1197,Fibroblast,MSC,HSPG2,PTPRS,Ligand,Receptor,2.975
1198,Megakaryocyte,MSC,HSPG2,PTPRS,Ligand,Receptor,2.862
1199,Myeloid,MSC,HSPG2,PTPRS,Ligand,Receptor,2.862
1200,Neural,MSC,C1QB,LRP1,Ligand,Receptor,2.814
1201,MSC,MSC,C1QB,LRP1,Ligand,Receptor,2.814
1202,Fibroblast,MSC,C1QB,LRP1,Ligand,Receptor,2.814
1203,Megakaryocyte,MSC,C1QB,LRP1,Ligand,Receptor,2.962
1204,Myeloid,MSC,C1QB,LRP1,Ligand,Receptor,2.814
1205,Neural,Megakaryocyte,CALM1,CCL4,Ligand,Receptor,3.093
1206,MSC,Megakaryocyte,CALM1,CCL4,Ligand,Receptor,2.8680000000000003
1207,Fibroblast,Megakaryocyte,CALM1,CCL4,Ligand,Receptor,2.818
1208,Megakaryocyte,Megakaryocyte,CALM1,CCL4,Ligand,Receptor,2.922
1209,Myeloid,Megakaryocyte,CALM1,CCL4,Ligand,Receptor,2.8680000000000003
1210,MSC,Neural,KITLG,KIT,Ligand,Receptor,2.785
1211,MSC,MSC,KITLG,KIT,Ligand,Receptor,2.888
1212,MSC,Fibroblast,KITLG,KIT,Ligand,Receptor,2.785
1213,MSC,Megakaryocyte,KITLG,KIT,Ligand,Receptor,2.785
1214,MSC,Myeloid,KITLG,KIT,Ligand,Receptor,2.785
1215,MSC,Neural,KITLG,EPOR,Ligand,Receptor,2.721
1216,MSC,MSC,KITLG,EPOR,Ligand,Receptor,2.839
1217,MSC,Fibroblast,KITLG,EPOR,Ligand,Receptor,2.721
1218,MSC,Megakaryocyte,KITLG,EPOR,Ligand,Receptor,2.721
1219,MSC,Myeloid,KITLG,EPOR,Ligand,Receptor,2.721
1220,MSC,Neural,VCAN,SELL,Ligand,Receptor,2.98
1221,MSC,MSC,VCAN,SELL,Ligand,Receptor,2.98
1222,MSC,Fibroblast,VCAN,SELL,Ligand,Receptor,2.98
1223,MSC,Megakaryocyte,VCAN,SELL,Ligand,Receptor,3.127
1224,MSC,Myeloid,VCAN,SELL,Ligand,Receptor,2.98
1225,Neural,Fibroblast,FGF2,CD44,Ligand,Receptor,2.344
1226,MSC,Fibroblast,FGF2,CD44,Ligand,Receptor,2.344
1227,Fibroblast,Fibroblast,FGF2,CD44,Ligand,Receptor,2.344
1228,Megakaryocyte,Fibroblast,FGF2,CD44,Ligand,Receptor,2.344
1229,Myeloid,Fibroblast,FGF2,CD44,Ligand,Receptor,2.344
1230,Fibroblast,Neural,FN1,CD44,Ligand,Receptor,2.741
1231,Fibroblast,MSC,FN1,CD44,Ligand,Receptor,2.797
1232,Fibroblast,Fibroblast,FN1,CD44,Ligand,Receptor,2.931
1233,Fibroblast,Megakaryocyte,FN1,CD44,Ligand,Receptor,2.8310000000000004
1234,Fibroblast,Myeloid,FN1,CD44,Ligand,Receptor,2.741
1235,Fibroblast,Neural,SERPINE1,ITGAV,Ligand,Receptor,2.321
1236,Fibroblast,MSC,SERPINE1,ITGAV,Ligand,Receptor,2.321
1237,Fibroblast,Fibroblast,SERPINE1,ITGAV,Ligand,Receptor,2.321
1238,Fibroblast,Megakaryocyte,SERPINE1,ITGAV,Ligand,Receptor,2.321
1239,Fibroblast,Myeloid,SERPINE1,ITGAV,Ligand,Receptor,2.321
1240,Neural,MSC,TNF,LTBR,Ligand,Receptor,2.6710000000000003
1241,MSC,MSC,TNF,LTBR,Ligand,Receptor,2.6710000000000003
1242,Fibroblast,MSC,TNF,LTBR,Ligand,Receptor,2.6710000000000003
1243,Megakaryocyte,MSC,TNF,LTBR,Ligand,Receptor,2.6710000000000003
1244,Myeloid,MSC,TNF,LTBR,Ligand,Receptor,2.6710000000000003
1245,MSC,Neural,CXCL12,CXCR4,Ligand,Receptor,3.212
1246,MSC,MSC,CXCL12,CXCR4,Ligand,Receptor,3.263
1247,MSC,Fibroblast,CXCL12,CXCR4,Ligand,Receptor,3.307
1248,MSC,Megakaryocyte,CXCL12,CXCR4,Ligand,Receptor,3.462
1249,MSC,Myeloid,CXCL12,CXCR4,Ligand,Receptor,3.722
1250,Myeloid,Neural,SEMA7A,PLXNC1,Ligand,Receptor,2.1630000000000003
1251,Myeloid,MSC,SEMA7A,PLXNC1,Ligand,Receptor,2.1630000000000003
1252,Myeloid,Fibroblast,SEMA7A,PLXNC1,Ligand,Receptor,2.1630000000000003
1253,Myeloid,Megakaryocyte,SEMA7A,PLXNC1,Ligand,Receptor,2.1630000000000003
1254,Myeloid,Myeloid,SEMA7A,PLXNC1,Ligand,Receptor,2.1630000000000003
1255,Neural,MSC,FGF2,SDC1,Ligand,Receptor,2.452
1256,MSC,MSC,FGF2,SDC1,Ligand,Receptor,2.452
1257,Fibroblast,MSC,FGF2,SDC1,Ligand,Receptor,2.452
1258,Megakaryocyte,MSC,FGF2,SDC1,Ligand,Receptor,2.452
1259,Myeloid,MSC,FGF2,SDC1,Ligand,Receptor,2.452
1260,Neural,MSC,CXCL8,SDC1,Ligand,Receptor,2.4290000000000003
1261,MSC,MSC,CXCL8,SDC1,Ligand,Receptor,2.4290000000000003
1262,Fibroblast,MSC,CXCL8,SDC1,Ligand,Receptor,2.4290000000000003
1263,Megakaryocyte,MSC,CXCL8,SDC1,Ligand,Receptor,2.4290000000000003
1264,Myeloid,MSC,CXCL8,SDC1,Ligand,Receptor,2.4290000000000003
1265,Neural,Fibroblast,TIGIT,PVR,Ligand,Receptor,2.3480000000000003
1266,Fibroblast,Fibroblast,TIGIT,PVR,Ligand,Receptor,2.3480000000000003
1267,Megakaryocyte,Fibroblast,TIGIT,PVR,Ligand,Receptor,2.495
1268,Myeloid,Fibroblast,TIGIT,PVR,Ligand,Receptor,2.3480000000000003
1269,Megakaryocyte,Myeloid,TIGIT,PVR,Ligand,Receptor,2.338
1270,Fibroblast,Neural,FN1,IL17RC,Ligand,Receptor,2.8
1271,Fibroblast,MSC,FN1,IL17RC,Ligand,Receptor,2.8
1272,Fibroblast,Fibroblast,FN1,IL17RC,Ligand,Receptor,2.8
1273,Fibroblast,Megakaryocyte,FN1,IL17RC,Ligand,Receptor,2.8
1274,Fibroblast,Myeloid,FN1,IL17RC,Ligand,Receptor,2.8
1275,Neural,MSC,SEMA4D,PLXNB2,Ligand,Receptor,2.571
1276,MSC,MSC,SEMA4D,PLXNB2,Ligand,Receptor,2.571
1277,Fibroblast,MSC,SEMA4D,PLXNB2,Ligand,Receptor,2.571
1278,Megakaryocyte,MSC,SEMA4D,PLXNB2,Ligand,Receptor,2.571
1279,Myeloid,MSC,SEMA4D,PLXNB2,Ligand,Receptor,2.571
1280,Neural,MSC,LTA4H,LTBR,Ligand,Receptor,2.589
1281,MSC,MSC,LTA4H,LTBR,Ligand,Receptor,2.739
1282,Fibroblast,MSC,LTA4H,LTBR,Ligand,Receptor,2.649
1283,Megakaryocyte,MSC,LTA4H,LTBR,Ligand,Receptor,2.695
1284,Myeloid,MSC,LTA4H,LTBR,Ligand,Receptor,2.972
1285,MSC,Neural,IGF1,IGF1R,Ligand,Receptor,2.593
1286,MSC,MSC,IGF1,IGF1R,Ligand,Receptor,2.593
1287,MSC,Fibroblast,IGF1,IGF1R,Ligand,Receptor,2.593
1288,MSC,Megakaryocyte,IGF1,IGF1R,Ligand,Receptor,2.593
1289,MSC,Myeloid,IGF1,IGF1R,Ligand,Receptor,2.593
1290,Myeloid,Neural,GNAI2,IGF1R,Ligand,Receptor,2.698
1291,Myeloid,MSC,GNAI2,IGF1R,Ligand,Receptor,2.698
1292,Myeloid,Fibroblast,GNAI2,IGF1R,Ligand,Receptor,2.698
1293,Myeloid,Megakaryocyte,GNAI2,IGF1R,Ligand,Receptor,2.698
1294,Myeloid,Myeloid,GNAI2,IGF1R,Ligand,Receptor,2.698
1295,Neural,MSC,CCL5,SDC4,Ligand,Receptor,2.444
1296,MSC,MSC,CCL5,SDC4,Ligand,Receptor,2.444
1297,Fibroblast,MSC,CCL5,SDC4,Ligand,Receptor,2.484
1298,Megakaryocyte,MSC,CCL5,SDC4,Ligand,Receptor,2.564
1299,Myeloid,MSC,CCL5,SDC4,Ligand,Receptor,2.444
1300,Megakaryocyte,Neural,IGFL2,IGFLR1,Ligand,Receptor,2.486
1301,Megakaryocyte,MSC,IGFL2,IGFLR1,Ligand,Receptor,2.486
1302,Megakaryocyte,Fibroblast,IGFL2,IGFLR1,Ligand,Receptor,2.486
1303,Megakaryocyte,Megakaryocyte,IGFL2,IGFLR1,Ligand,Receptor,2.486
1304,Megakaryocyte,Myeloid,IGFL2,IGFLR1,Ligand,Receptor,2.486
1305,Megakaryocyte,Neural,TNFRSF14,BTLA,Ligand,Receptor,2.543
1306,Megakaryocyte,MSC,TNFRSF14,BTLA,Ligand,Receptor,2.543
1307,Megakaryocyte,Fibroblast,TNFRSF14,BTLA,Ligand,Receptor,2.543
1308,Megakaryocyte,Megakaryocyte,TNFRSF14,BTLA,Ligand,Receptor,2.543
1309,Megakaryocyte,Myeloid,TNFRSF14,BTLA,Ligand,Receptor,2.543
1310,MSC,Megakaryocyte,TGFB1,CXCR4,Ligand,Receptor,2.459
1311,MSC,Myeloid,TGFB1,CXCR4,Ligand,Receptor,2.718
1312,Fibroblast,Megakaryocyte,TGFB1,CXCR4,Ligand,Receptor,2.45
1313,Fibroblast,Myeloid,TGFB1,CXCR4,Ligand,Receptor,2.71
1314,Myeloid,Myeloid,TGFB1,CXCR4,Ligand,Receptor,2.591
1315,Neural,Megakaryocyte,LTA4H,TNFRSF14,Ligand,Receptor,2.484
1316,MSC,Megakaryocyte,LTA4H,TNFRSF14,Ligand,Receptor,2.634
1317,Fibroblast,Megakaryocyte,LTA4H,TNFRSF14,Ligand,Receptor,2.543
1318,Megakaryocyte,Megakaryocyte,LTA4H,TNFRSF14,Ligand,Receptor,2.589
1319,Myeloid,Megakaryocyte,LTA4H,TNFRSF14,Ligand,Receptor,2.866
1320,Neural,MSC,FGF2,FGFR1,Ligand,Receptor,2.652
1321,MSC,MSC,FGF2,FGFR1,Ligand,Receptor,2.652
1322,Fibroblast,MSC,FGF2,FGFR1,Ligand,Receptor,2.652
1323,Megakaryocyte,MSC,FGF2,FGFR1,Ligand,Receptor,2.652
1324,Myeloid,MSC,FGF2,FGFR1,Ligand,Receptor,2.652
1325,Neural,MSC,PTDSS1,JMJD6,Ligand,Receptor,2.228
1326,MSC,MSC,PTDSS1,JMJD6,Ligand,Receptor,2.228
1327,Fibroblast,MSC,PTDSS1,JMJD6,Ligand,Receptor,2.228
1328,Megakaryocyte,MSC,PTDSS1,JMJD6,Ligand,Receptor,2.228
1329,Myeloid,MSC,PTDSS1,JMJD6,Ligand,Receptor,2.228
1330,MSC,Neural,FGF7,FGFR4,Ligand,Receptor,2.717
1331,MSC,MSC,FGF7,FGFR4,Ligand,Receptor,2.717
1332,MSC,Fibroblast,FGF7,FGFR4,Ligand,Receptor,2.717
1333,MSC,Megakaryocyte,FGF7,FGFR4,Ligand,Receptor,2.717
1334,MSC,Myeloid,FGF7,FGFR4,Ligand,Receptor,2.717
1335,Neural,MSC,OSM,OSMR,Ligand,Receptor,2.396
1336,MSC,MSC,OSM,OSMR,Ligand,Receptor,2.396
1337,Fibroblast,MSC,OSM,OSMR,Ligand,Receptor,2.396
1338,Megakaryocyte,MSC,OSM,OSMR,Ligand,Receptor,2.396
1339,Myeloid,MSC,OSM,OSMR,Ligand,Receptor,2.396
1340,MSC,Neural,CCL2,ACKR1,Ligand,Receptor,2.564
1341,MSC,MSC,CCL2,ACKR1,Ligand,Receptor,2.564
1342,MSC,Fibroblast,CCL2,ACKR1,Ligand,Receptor,2.564
1343,MSC,Megakaryocyte,CCL2,ACKR1,Ligand,Receptor,2.564
1344,MSC,Myeloid,CCL2,ACKR1,Ligand,Receptor,2.564
1345,Neural,MSC,IL11,IL6ST,Ligand,Receptor,2.497
1346,MSC,MSC,IL11,IL6ST,Ligand,Receptor,2.497
1347,Fibroblast,MSC,IL11,IL6ST,Ligand,Receptor,2.654
1348,Megakaryocyte,MSC,IL11,IL6ST,Ligand,Receptor,2.497
1349,Myeloid,MSC,IL11,IL6ST,Ligand,Receptor,2.497
1350,Megakaryocyte,Neural,PPBP,ACKR1,Ligand,Receptor,2.082
1351,Megakaryocyte,MSC,PPBP,ACKR1,Ligand,Receptor,2.082
1352,Megakaryocyte,Fibroblast,PPBP,ACKR1,Ligand,Receptor,2.082
1353,Megakaryocyte,Megakaryocyte,PPBP,ACKR1,Ligand,Receptor,2.082
1354,Megakaryocyte,Myeloid,PPBP,ACKR1,Ligand,Receptor,2.082
1355,Neural,MSC,SEMA7A,ITGA1,Ligand,Receptor,2.512
1356,MSC,MSC,SEMA7A,ITGA1,Ligand,Receptor,2.467
1357,Fibroblast,MSC,SEMA7A,ITGA1,Ligand,Receptor,2.472
1358,Megakaryocyte,MSC,SEMA7A,ITGA1,Ligand,Receptor,2.42
1359,Myeloid,MSC,SEMA7A,ITGA1,Ligand,Receptor,2.42
1360,Fibroblast,Neural,COL1A1,ITGA1,Ligand,Receptor,2.7460000000000004
1361,Fibroblast,MSC,COL1A1,ITGA1,Ligand,Receptor,3.069
1362,Fibroblast,Fibroblast,COL1A1,ITGA1,Ligand,Receptor,2.7460000000000004
1363,Fibroblast,Megakaryocyte,COL1A1,ITGA1,Ligand,Receptor,2.7460000000000004
1364,Fibroblast,Myeloid,COL1A1,ITGA1,Ligand,Receptor,2.7460000000000004
1365,Neural,MSC,COL6A2,ITGA1,Ligand,Receptor,2.372
1366,MSC,MSC,COL6A2,ITGA1,Ligand,Receptor,2.718
1367,MSC,Fibroblast,COL6A2,ITGA1,Ligand,Receptor,2.395
1368,Fibroblast,MSC,COL6A2,ITGA1,Ligand,Receptor,2.551
1369,Megakaryocyte,MSC,COL6A2,ITGA1,Ligand,Receptor,2.372
1370,Neural,MSC,COL5A1,ITGA1,Ligand,Receptor,2.425
1371,MSC,MSC,COL5A1,ITGA1,Ligand,Receptor,2.479
1372,Fibroblast,Neural,COL5A1,ITGA1,Ligand,Receptor,2.391
1373,Fibroblast,MSC,COL5A1,ITGA1,Ligand,Receptor,2.714
1374,Fibroblast,Fibroblast,COL5A1,ITGA1,Ligand,Receptor,2.391
1375,Fibroblast,Neural,WNT5A,LRP5,Ligand,Receptor,2.365
1376,Fibroblast,MSC,WNT5A,LRP5,Ligand,Receptor,2.365
1377,Fibroblast,Fibroblast,WNT5A,LRP5,Ligand,Receptor,2.365
1378,Fibroblast,Megakaryocyte,WNT5A,LRP5,Ligand,Receptor,2.365
1379,Fibroblast,Myeloid,WNT5A,LRP5,Ligand,Receptor,2.365
1380,Fibroblast,Neural,WNT5A,FZD6,Ligand,Receptor,2.365
1381,Fibroblast,MSC,WNT5A,FZD6,Ligand,Receptor,2.365
1382,Fibroblast,Fibroblast,WNT5A,FZD6,Ligand,Receptor,2.365
1383,Fibroblast,Megakaryocyte,WNT5A,FZD6,Ligand,Receptor,2.365
1384,Fibroblast,Myeloid,WNT5A,FZD6,Ligand,Receptor,2.365
1385,Megakaryocyte,Neural,TNFRSF14,CD160,Ligand,Receptor,2.543
1386,Megakaryocyte,MSC,TNFRSF14,CD160,Ligand,Receptor,2.543
1387,Megakaryocyte,Fibroblast,TNFRSF14,CD160,Ligand,Receptor,2.543
1388,Megakaryocyte,Megakaryocyte,TNFRSF14,CD160,Ligand,Receptor,2.543
1389,Megakaryocyte,Myeloid,TNFRSF14,CD160,Ligand,Receptor,2.543
1390,Neural,MSC,LTA4H,TNFRSF1A,Ligand,Receptor,2.727
1391,MSC,MSC,LTA4H,TNFRSF1A,Ligand,Receptor,2.877
1392,Fibroblast,MSC,LTA4H,TNFRSF1A,Ligand,Receptor,2.787
1393,Megakaryocyte,MSC,LTA4H,TNFRSF1A,Ligand,Receptor,2.833
1394,Myeloid,MSC,LTA4H,TNFRSF1A,Ligand,Receptor,3.11
1395,Megakaryocyte,Neural,GZMB,IGF2R,Ligand,Receptor,2.988
1396,Megakaryocyte,MSC,GZMB,IGF2R,Ligand,Receptor,3.151
1397,Megakaryocyte,Fibroblast,GZMB,IGF2R,Ligand,Receptor,2.988
1398,Megakaryocyte,Megakaryocyte,GZMB,IGF2R,Ligand,Receptor,3.125
1399,Megakaryocyte,Myeloid,GZMB,IGF2R,Ligand,Receptor,2.988
1400,Neural,MSC,TNF,TNFRSF1A,Ligand,Receptor,2.809
1401,MSC,MSC,TNF,TNFRSF1A,Ligand,Receptor,2.809
1402,Fibroblast,MSC,TNF,TNFRSF1A,Ligand,Receptor,2.809
1403,Megakaryocyte,MSC,TNF,TNFRSF1A,Ligand,Receptor,2.809
1404,Myeloid,MSC,TNF,TNFRSF1A,Ligand,Receptor,2.809
1405,Neural,Megakaryocyte,LTA4H,TNFRSF1B,Ligand,Receptor,2.569
1406,MSC,Megakaryocyte,LTA4H,TNFRSF1B,Ligand,Receptor,2.719
1407,Fibroblast,Megakaryocyte,LTA4H,TNFRSF1B,Ligand,Receptor,2.628
1408,Megakaryocyte,Megakaryocyte,LTA4H,TNFRSF1B,Ligand,Receptor,2.674
1409,Myeloid,Megakaryocyte,LTA4H,TNFRSF1B,Ligand,Receptor,2.951
1410,MSC,Neural,CD2BP2,CD58,Ligand,Receptor,2.309
1411,MSC,MSC,CD2BP2,CD58,Ligand,Receptor,2.309
1412,MSC,Fibroblast,CD2BP2,CD58,Ligand,Receptor,2.309
1413,MSC,Megakaryocyte,CD2BP2,CD58,Ligand,Receptor,2.309
1414,MSC,Myeloid,CD2BP2,CD58,Ligand,Receptor,2.309
1415,Neural,MSC,PF4,SDC2,Ligand,Receptor,2.411
1416,MSC,MSC,PF4,SDC2,Ligand,Receptor,2.411
1417,Fibroblast,MSC,PF4,SDC2,Ligand,Receptor,2.411
1418,Megakaryocyte,MSC,PF4,SDC2,Ligand,Receptor,2.479
1419,Myeloid,MSC,PF4,SDC2,Ligand,Receptor,2.411
1420,Neural,MSC,CXCL8,SDC2,Ligand,Receptor,2.518
1421,MSC,MSC,CXCL8,SDC2,Ligand,Receptor,2.518
1422,Fibroblast,MSC,CXCL8,SDC2,Ligand,Receptor,2.518
1423,Megakaryocyte,MSC,CXCL8,SDC2,Ligand,Receptor,2.518
1424,Myeloid,MSC,CXCL8,SDC2,Ligand,Receptor,2.518
1425,MSC,Neural,APOE,SORL1,Ligand,Receptor,3.073
1426,MSC,MSC,APOE,SORL1,Ligand,Receptor,3.073
1427,MSC,Fibroblast,APOE,SORL1,Ligand,Receptor,3.073
1428,MSC,Megakaryocyte,APOE,SORL1,Ligand,Receptor,3.222
1429,MSC,Myeloid,APOE,SORL1,Ligand,Receptor,3.073
