"source","target","gene_A","gene_B","type_gene_A","type_gene_B","MeanLR"
"Fibroblast","MSC","FAM3C","LAMP1","Ligand","Receptor",0.252432031498653
"Fibroblast","MSC","FAM3C","LIFR","Ligand","Receptor",0.254369576078787
"Fibroblast","MSC","COL12A1","ITGA10","Ligand","Receptor",0.26421288502987
"Fibroblast","MSC","COL12A1","ITGA1","Ligand","Receptor",0.285240207750297
"Fibroblast","MSC","COL12A1","ITGA11","Ligand","Receptor",0.236715216157671
"Fibroblast","MSC","WNT5B","LRP6","Ligand","Receptor",0.106042648857468
"Fibroblast","MSC","LTBP3","ITGB5","Ligand","Receptor",0.122570921495936
"Fibroblast","MSC","CLEC11A","ITGA10","Ligand","Receptor",0.222762892059556
"Fibroblast","MSC","CLEC11A","ITGB1","Ligand","Receptor",0.519344201068408
"Fibroblast","MSC","COL8A1","ITGA1","Ligand","Receptor",0.31174370203554
"Fibroblast","MSC","COL5A2","ITGA1","Ligand","Receptor",0.312548613789947
"Fibroblast","MSC","COL5A1","ITGA1","Ligand","Receptor",0.401907322843947
"Fibroblast","MSC","COL3A1","ITGA1","Ligand","Receptor",0.315215068833963
"Fibroblast","MSC","COL3A1","ITGA10","Ligand","Receptor",0.294187746113535
"Fibroblast","MSC","COL5A1","ITGA10","Ligand","Receptor",0.380880000123519
"Fibroblast","MSC","COL5A2","ITGA10","Ligand","Receptor",0.29152129106952
"Fibroblast","MSC","COL8A1","ITGA10","Ligand","Receptor",0.290716379315113
"Fibroblast","MSC","COL3A1","ITGA11","Ligand","Receptor",0.266690077241337
"Fibroblast","MSC","COL5A1","ITGA11","Ligand","Receptor",0.35338233125132
"Fibroblast","MSC","COL5A2","ITGA11","Ligand","Receptor",0.264023622197321
"Fibroblast","MSC","COL8A1","ITGA11","Ligand","Receptor",0.263218710442914
"Fibroblast","MSC","ADAM12","SDC4","Ligand","Receptor",0.216544547795531
"Fibroblast","MSC","HRAS","INSR","Ligand","Receptor",0.157479675372173
"Fibroblast","MSC","HRAS","CAV1","Ligand","Receptor",0.241563863165117
"Fibroblast","MSC","TIMP1","CD63","Ligand","Receptor",1.49884624142527
"Fibroblast","MSC","TGFB1","ENG","Ligand","Receptor",0.194810233546068
"Fibroblast","MSC","SERPINE1","LRP1","Ligand","Receptor",0.478221912324368
"Fibroblast","MSC","INHBA","ENG","Ligand","Receptor",0.278232637151053
"Fibroblast","MSC","THBS1","SDC4","Ligand","Receptor",0.156199181835683
"Fibroblast","MSC","TIMP2","ITGB1","Ligand","Receptor",0.530677878832626
"Fibroblast","MSC","COL3A1","DDR2","Ligand","Receptor",0.240010868934796
"Fibroblast","MSC","FBN1","ITGB1","Ligand","Receptor",0.410202790095216
"Fibroblast","MSC","CTHRC1","FZD5","Ligand","Receptor",0.220457980028959
"Fibroblast","MSC","TGM2","ITGB1","Ligand","Receptor",0.557504980312297
"Fibroblast","MSC","TGM2","SDC4","Ligand","Receptor",0.304537253850652
"Fibroblast","MSC","TGM2","ADGRG1","Ligand","Receptor",0.197746843084367
"Fibroblast","MSC","SERPINE2","LRP1","Ligand","Receptor",0.535906429726262
"Fibroblast","MSC","LRPAP1","LRP1","Ligand","Receptor",0.485248601421248
"Fibroblast","MSC","PSAP","LRP1","Ligand","Receptor",0.532141479138604
"Fibroblast","MSC","FN1","NT5E","Ligand","Receptor",0.83391821157596
"Fibroblast","MSC","IGFBP4","LRP6","Ligand","Receptor",0.507777601216314
"Fibroblast","MSC","LTBP1","ITGB5","Ligand","Receptor",0.124029529704299
"Fibroblast","MSC","CCL5","SDC4","Ligand","Receptor",0.162564066967631
"Fibroblast","MSC","SERPING1","LRP1","Ligand","Receptor",0.458818292042832
"Fibroblast","MSC","FADD","FAS","Ligand","Receptor",0.0637666421752375
"Fibroblast","MSC","TLN1","ITGB5","Ligand","Receptor",0.268515164561925
"Fibroblast","MSC","MMP2","FGFR1","Ligand","Receptor",0.617300223705825
"Fibroblast","MSC","TGFB1","SMAD3","Ligand","Receptor",0.087346398908498
"Fibroblast","MSC","SERPINE1","PLAUR","Ligand","Receptor",0.25794497901533
"Fibroblast","MSC","SERPINE1","ITGB5","Ligand","Receptor",0.152929251639007
"Fibroblast","MSC","INHBA","SMAD3","Ligand","Receptor",0.170768802513483
"Fibroblast","MSC","PKM","CD44","Ligand","Receptor",0.483982211204987
"Fibroblast","MSC","BGN","LY96","Ligand","Receptor",0.245191752284975
"Fibroblast","MSC","PDAP1","PDGFRB","Ligand","Receptor",0.627187032426092
"Fibroblast","MSC","SPARC","FGFR1","Ligand","Receptor",0.793617925930418
"Fibroblast","MSC","SPARC","ENG","Ligand","Receptor",0.655904370554221
"Fibroblast","MSC","TGFB1","LPP","Ligand","Receptor",0.17843754853263
"Fibroblast","MSC","MFGE8","ITGB5","Ligand","Receptor",0.21357953308268
"Fibroblast","MSC","INHBA","ACTR2","Ligand","Receptor",0.195472249114968
"Fibroblast","Myeloid","THY1","ITGAM","Ligand","Receptor",0.196207502098147
"Fibroblast","Myeloid","CD99","PILRB","Ligand","Receptor",0.338530735753995
"Fibroblast","Myeloid","TGFB1","CXCR4","Ligand","Receptor",0.315571516460011
"Fibroblast","Myeloid","LGALS1","PTPRC","Ligand","Receptor",2.08049970474546
