,source,target,gene_A,gene_B,type_gene_A,type_gene_B,MeanLR
1528,Myeloid,Fibroblast,MERTK,ZP3,Ligand,Receptor,2.479
1529,MSC,Neural,COL1A1,CD44,Ligand,Receptor,2.7260000000000004
1530,MSC,MSC,COL1A1,CD44,Ligand,Receptor,2.6
1531,MSC,Fibroblast,COL1A1,CD44,Ligand,Receptor,2.553
1532,MSC,Megakaryocyte,COL1A1,CD44,Ligand,Receptor,2.651
1533,MSC,Myeloid,COL1A1,CD44,Ligand,Receptor,2.662
1534,Megakaryocyte,Neural,B2M,CD247,Ligand,Receptor,2.68
1535,Megakaryocyte,MSC,B2M,CD247,Ligand,Receptor,2.68
1536,Megakaryocyte,Fibroblast,B2M,CD247,Ligand,Receptor,2.68
1537,Megakaryocyte,Megakaryocyte,B2M,CD247,Ligand,Receptor,2.68
1538,Megakaryocyte,Myeloid,B2M,CD247,Ligand,Receptor,2.68
1539,MSC,Neural,COL1A2,CD44,Ligand,Receptor,2.759
1540,MSC,MSC,COL1A2,CD44,Ligand,Receptor,2.633
1541,MSC,Fibroblast,COL1A2,CD44,Ligand,Receptor,2.5860000000000003
1542,MSC,Megakaryocyte,COL1A2,CD44,Ligand,Receptor,2.685
1543,MSC,Myeloid,COL1A2,CD44,Ligand,Receptor,2.695
1544,Megakaryocyte,Neural,TGFB1,TGFBR1,Ligand,Receptor,2.844
1545,Megakaryocyte,MSC,TGFB1,TGFBR1,Ligand,Receptor,2.844
1546,Megakaryocyte,Fibroblast,TGFB1,TGFBR1,Ligand,Receptor,2.844
1547,Megakaryocyte,Megakaryocyte,TGFB1,TGFBR1,Ligand,Receptor,2.844
1548,Megakaryocyte,Myeloid,TGFB1,TGFBR1,Ligand,Receptor,2.844
1549,Megakaryocyte,Neural,B2M,KLRC1,Ligand,Receptor,2.672
1550,Megakaryocyte,MSC,B2M,KLRC1,Ligand,Receptor,2.672
1551,Megakaryocyte,Fibroblast,B2M,KLRC1,Ligand,Receptor,2.672
1552,Megakaryocyte,Megakaryocyte,B2M,KLRC1,Ligand,Receptor,2.672
1553,Megakaryocyte,Myeloid,B2M,KLRC1,Ligand,Receptor,2.672
1554,Neural,MSC,NPPC,NPR3,Ligand,Receptor,2.325
1555,MSC,MSC,NPPC,NPR3,Ligand,Receptor,2.325
1556,Fibroblast,MSC,NPPC,NPR3,Ligand,Receptor,2.325
1557,Megakaryocyte,MSC,NPPC,NPR3,Ligand,Receptor,2.325
1558,Myeloid,MSC,NPPC,NPR3,Ligand,Receptor,2.325
1559,MSC,Neural,COL1A2,CD93,Ligand,Receptor,2.641
1560,MSC,MSC,COL1A2,CD93,Ligand,Receptor,2.805
1561,MSC,Fibroblast,COL1A2,CD93,Ligand,Receptor,2.641
1562,MSC,Megakaryocyte,COL1A2,CD93,Ligand,Receptor,2.809
1563,MSC,Myeloid,COL1A2,CD93,Ligand,Receptor,2.641
1564,MSC,Neural,COL1A1,CD93,Ligand,Receptor,2.608
1565,MSC,MSC,COL1A1,CD93,Ligand,Receptor,2.772
1566,MSC,Fibroblast,COL1A1,CD93,Ligand,Receptor,2.608
1567,MSC,Megakaryocyte,COL1A1,CD93,Ligand,Receptor,2.776
1568,MSC,Myeloid,COL1A1,CD93,Ligand,Receptor,2.608
1569,MSC,Neural,VCAN,CD44,Ligand,Receptor,2.8360000000000003
1570,MSC,MSC,VCAN,CD44,Ligand,Receptor,2.71
1571,MSC,Fibroblast,VCAN,CD44,Ligand,Receptor,2.6630000000000003
1572,MSC,Megakaryocyte,VCAN,CD44,Ligand,Receptor,2.761
1573,MSC,Myeloid,VCAN,CD44,Ligand,Receptor,2.772
1574,Megakaryocyte,Neural,TGFB1,CD109,Ligand,Receptor,2.882
1575,Megakaryocyte,MSC,TGFB1,CD109,Ligand,Receptor,2.882
1576,Megakaryocyte,Fibroblast,TGFB1,CD109,Ligand,Receptor,2.882
1577,Megakaryocyte,Megakaryocyte,TGFB1,CD109,Ligand,Receptor,2.882
1578,Megakaryocyte,Myeloid,TGFB1,CD109,Ligand,Receptor,2.882
1579,Megakaryocyte,Neural,B2M,CD3G,Ligand,Receptor,2.6710000000000003
1580,Megakaryocyte,MSC,B2M,CD3G,Ligand,Receptor,2.6710000000000003
1581,Megakaryocyte,Fibroblast,B2M,CD3G,Ligand,Receptor,2.6710000000000003
1582,Megakaryocyte,Megakaryocyte,B2M,CD3G,Ligand,Receptor,2.6710000000000003
1583,Megakaryocyte,Myeloid,B2M,CD3G,Ligand,Receptor,2.6710000000000003
1584,MSC,Neural,FN1,CD44,Ligand,Receptor,2.492
1585,MSC,MSC,FN1,CD44,Ligand,Receptor,2.366
1586,MSC,Fibroblast,FN1,CD44,Ligand,Receptor,2.32
1587,MSC,Megakaryocyte,FN1,CD44,Ligand,Receptor,2.418
1588,MSC,Myeloid,FN1,CD44,Ligand,Receptor,2.428
1589,MSC,Neural,VCAM1,ITGB7,Ligand,Receptor,2.631
1590,MSC,MSC,VCAM1,ITGB7,Ligand,Receptor,2.631
1591,MSC,Fibroblast,VCAM1,ITGB7,Ligand,Receptor,2.631
1592,MSC,Megakaryocyte,VCAM1,ITGB7,Ligand,Receptor,2.631
1593,MSC,Myeloid,VCAM1,ITGB7,Ligand,Receptor,2.631
1594,Neural,MSC,FGF2,SDC4,Ligand,Receptor,2.35
1595,MSC,MSC,FGF2,SDC4,Ligand,Receptor,2.35
1596,Fibroblast,MSC,FGF2,SDC4,Ligand,Receptor,2.35
1597,Megakaryocyte,MSC,FGF2,SDC4,Ligand,Receptor,2.35
1598,Myeloid,MSC,FGF2,SDC4,Ligand,Receptor,2.35
1599,Neural,Neural,CDH1,ITGB7,Ligand,Receptor,2.253
1600,Neural,MSC,CDH1,ITGB7,Ligand,Receptor,2.253
1601,Neural,Fibroblast,CDH1,ITGB7,Ligand,Receptor,2.253
1602,Neural,Megakaryocyte,CDH1,ITGB7,Ligand,Receptor,2.253
1603,Neural,Myeloid,CDH1,ITGB7,Ligand,Receptor,2.253
1604,Neural,Neural,DCUN1D1,MET,Ligand,Receptor,2.498
1605,Neural,MSC,DCUN1D1,MET,Ligand,Receptor,2.498
1606,Neural,Fibroblast,DCUN1D1,MET,Ligand,Receptor,2.498
1607,Neural,Megakaryocyte,DCUN1D1,MET,Ligand,Receptor,2.498
1608,Neural,Myeloid,DCUN1D1,MET,Ligand,Receptor,2.498
1609,Neural,Megakaryocyte,CD72,SEMA4D,Ligand,Receptor,2.527
1610,MSC,Megakaryocyte,CD72,SEMA4D,Ligand,Receptor,2.527
1611,Fibroblast,Megakaryocyte,CD72,SEMA4D,Ligand,Receptor,2.527
1612,Megakaryocyte,Megakaryocyte,CD72,SEMA4D,Ligand,Receptor,2.527
1613,Myeloid,Megakaryocyte,CD72,SEMA4D,Ligand,Receptor,2.527
1614,Megakaryocyte,Neural,SEMA4D,PLXNB2,Ligand,Receptor,2.488
1615,Megakaryocyte,MSC,SEMA4D,PLXNB2,Ligand,Receptor,2.631
1616,Megakaryocyte,Fibroblast,SEMA4D,PLXNB2,Ligand,Receptor,2.488
1617,Megakaryocyte,Megakaryocyte,SEMA4D,PLXNB2,Ligand,Receptor,2.552
1618,Megakaryocyte,Myeloid,SEMA4D,PLXNB2,Ligand,Receptor,2.488
1619,Megakaryocyte,Neural,SEMA4D,MET,Ligand,Receptor,2.517
1620,Megakaryocyte,MSC,SEMA4D,MET,Ligand,Receptor,2.517
1621,Megakaryocyte,Fibroblast,SEMA4D,MET,Ligand,Receptor,2.517
1622,Megakaryocyte,Megakaryocyte,SEMA4D,MET,Ligand,Receptor,2.517
1623,Megakaryocyte,Myeloid,SEMA4D,MET,Ligand,Receptor,2.517
1624,MSC,Neural,THBS1,SDC1,Ligand,Receptor,2.652
1625,MSC,MSC,THBS1,SDC1,Ligand,Receptor,2.652
1626,MSC,Fibroblast,THBS1,SDC1,Ligand,Receptor,2.652
1627,MSC,Megakaryocyte,THBS1,SDC1,Ligand,Receptor,2.652
1628,MSC,Myeloid,THBS1,SDC1,Ligand,Receptor,2.652
1629,MSC,Neural,LPL,SDC1,Ligand,Receptor,2.349
1630,MSC,MSC,LPL,SDC1,Ligand,Receptor,2.349
1631,MSC,Fibroblast,LPL,SDC1,Ligand,Receptor,2.349
1632,MSC,Megakaryocyte,LPL,SDC1,Ligand,Receptor,2.349
1633,MSC,Myeloid,LPL,SDC1,Ligand,Receptor,2.349
1634,Megakaryocyte,Neural,CCL5,SDC1,Ligand,Receptor,3.714
1635,Megakaryocyte,MSC,CCL5,SDC1,Ligand,Receptor,3.714
1636,Megakaryocyte,Fibroblast,CCL5,SDC1,Ligand,Receptor,3.714
1637,Megakaryocyte,Megakaryocyte,CCL5,SDC1,Ligand,Receptor,3.714
1638,Megakaryocyte,Myeloid,CCL5,SDC1,Ligand,Receptor,3.714
1639,MSC,Neural,FN1,ITGB7,Ligand,Receptor,2.36
1640,MSC,MSC,FN1,ITGB7,Ligand,Receptor,2.36
1641,MSC,Fibroblast,FN1,ITGB7,Ligand,Receptor,2.36
1642,MSC,Megakaryocyte,FN1,ITGB7,Ligand,Receptor,2.36
1643,MSC,Myeloid,FN1,ITGB7,Ligand,Receptor,2.36
1644,Neural,Neural,CXCL8,SDC1,Ligand,Receptor,2.224
1645,Neural,MSC,CXCL8,SDC1,Ligand,Receptor,2.224
1646,Neural,Fibroblast,CXCL8,SDC1,Ligand,Receptor,2.224
1647,Neural,Megakaryocyte,CXCL8,SDC1,Ligand,Receptor,2.224
1648,Neural,Myeloid,CXCL8,SDC1,Ligand,Receptor,2.224
1649,Megakaryocyte,Neural,B2M,CD3D,Ligand,Receptor,2.64
1650,Megakaryocyte,MSC,B2M,CD3D,Ligand,Receptor,2.64
1651,Megakaryocyte,Fibroblast,B2M,CD3D,Ligand,Receptor,2.64
1652,Megakaryocyte,Megakaryocyte,B2M,CD3D,Ligand,Receptor,2.64
1653,Megakaryocyte,Myeloid,B2M,CD3D,Ligand,Receptor,2.64
1654,Myeloid,Neural,SLPI,CD4,Ligand,Receptor,2.922
1655,MSC,MSC,SLPI,CD4,Ligand,Receptor,2.613
1656,Myeloid,MSC,SLPI,CD4,Ligand,Receptor,3.165
1657,Myeloid,Fibroblast,SLPI,CD4,Ligand,Receptor,2.922
1658,Myeloid,Megakaryocyte,SLPI,CD4,Ligand,Receptor,2.922
1659,Myeloid,Myeloid,SLPI,CD4,Ligand,Receptor,2.922
1660,Megakaryocyte,MSC,LTF,LRP1,Ligand,Receptor,2.389
1661,Myeloid,Neural,LTF,LRP1,Ligand,Receptor,3.258
1662,Myeloid,MSC,LTF,LRP1,Ligand,Receptor,3.588
1663,Myeloid,Fibroblast,LTF,LRP1,Ligand,Receptor,3.258
1664,Myeloid,Megakaryocyte,LTF,LRP1,Ligand,Receptor,3.258
1665,Myeloid,Myeloid,LTF,LRP1,Ligand,Receptor,3.258
1666,Megakaryocyte,Neural,ZG16B,CXCR4,Ligand,Receptor,2.442
1667,Megakaryocyte,MSC,ZG16B,CXCR4,Ligand,Receptor,2.412
1668,Megakaryocyte,Fibroblast,ZG16B,CXCR4,Ligand,Receptor,2.5860000000000003
1669,Myeloid,Fibroblast,ZG16B,CXCR4,Ligand,Receptor,2.53
1670,Megakaryocyte,Megakaryocyte,ZG16B,CXCR4,Ligand,Receptor,2.637
1671,Myeloid,Megakaryocyte,ZG16B,CXCR4,Ligand,Receptor,2.58
1672,MSC,Neural,THBS1,LRP1,Ligand,Receptor,2.5860000000000003
1673,MSC,MSC,THBS1,LRP1,Ligand,Receptor,2.915
1674,MSC,Fibroblast,THBS1,LRP1,Ligand,Receptor,2.5860000000000003
1675,MSC,Megakaryocyte,THBS1,LRP1,Ligand,Receptor,2.5860000000000003
1676,MSC,Myeloid,THBS1,LRP1,Ligand,Receptor,2.5860000000000003
1677,Megakaryocyte,MSC,THBS1,LRP1,Ligand,Receptor,2.546
1678,Neural,Megakaryocyte,SLC3A2,F2R,Ligand,Receptor,2.6910000000000003
1679,MSC,Megakaryocyte,SLC3A2,F2R,Ligand,Receptor,2.76
1680,Fibroblast,Fibroblast,SLC3A2,F2R,Ligand,Receptor,2.546
1681,Fibroblast,Megakaryocyte,SLC3A2,F2R,Ligand,Receptor,2.982
1682,Megakaryocyte,Megakaryocyte,SLC3A2,F2R,Ligand,Receptor,2.753
1683,Myeloid,Megakaryocyte,SLC3A2,F2R,Ligand,Receptor,2.827
1684,Neural,MSC,APOE,LRP1,Ligand,Receptor,2.286
1685,MSC,Neural,APOE,LRP1,Ligand,Receptor,2.599
1686,MSC,MSC,APOE,LRP1,Ligand,Receptor,2.929
1687,MSC,Fibroblast,APOE,LRP1,Ligand,Receptor,2.599
1688,MSC,Megakaryocyte,APOE,LRP1,Ligand,Receptor,2.599
1689,MSC,Myeloid,APOE,LRP1,Ligand,Receptor,2.599
1690,Neural,MSC,HSP90B1,LRP1,Ligand,Receptor,2.312
1691,MSC,Neural,HSP90B1,LRP1,Ligand,Receptor,2.236
1692,MSC,MSC,HSP90B1,LRP1,Ligand,Receptor,2.5660000000000003
1693,Fibroblast,MSC,HSP90B1,LRP1,Ligand,Receptor,2.439
1694,Megakaryocyte,MSC,HSP90B1,LRP1,Ligand,Receptor,2.405
1695,Myeloid,MSC,HSP90B1,LRP1,Ligand,Receptor,2.3040000000000003
1696,Neural,MSC,LPL,LRP1,Ligand,Receptor,2.374
1697,MSC,Neural,LPL,LRP1,Ligand,Receptor,2.282
1698,MSC,MSC,LPL,LRP1,Ligand,Receptor,2.612
1699,Fibroblast,MSC,LPL,LRP1,Ligand,Receptor,2.374
1700,Megakaryocyte,MSC,LPL,LRP1,Ligand,Receptor,2.374
1701,Myeloid,MSC,LPL,LRP1,Ligand,Receptor,2.374
1702,Fibroblast,MSC,MFNG,NOTCH2,Ligand,Receptor,2.537
1703,Megakaryocyte,Neural,MFNG,NOTCH2,Ligand,Receptor,2.716
1704,Megakaryocyte,MSC,MFNG,NOTCH2,Ligand,Receptor,2.9560000000000004
1705,Megakaryocyte,Fibroblast,MFNG,NOTCH2,Ligand,Receptor,2.716
1706,Megakaryocyte,Megakaryocyte,MFNG,NOTCH2,Ligand,Receptor,2.716
1707,Megakaryocyte,Myeloid,MFNG,NOTCH2,Ligand,Receptor,2.716
1708,Neural,MSC,COL3A1,DDR2,Ligand,Receptor,2.381
1709,MSC,Neural,COL3A1,DDR2,Ligand,Receptor,2.708
1710,MSC,MSC,COL3A1,DDR2,Ligand,Receptor,3.035
1711,MSC,Fibroblast,COL3A1,DDR2,Ligand,Receptor,2.708
1712,MSC,Megakaryocyte,COL3A1,DDR2,Ligand,Receptor,2.708
1713,MSC,Myeloid,COL3A1,DDR2,Ligand,Receptor,2.708
1714,Neural,MSC,FN1,ITGAV,Ligand,Receptor,2.483
1715,MSC,Neural,FN1,ITGAV,Ligand,Receptor,2.361
1716,MSC,MSC,FN1,ITGAV,Ligand,Receptor,2.8110000000000004
1717,Fibroblast,MSC,FN1,ITGAV,Ligand,Receptor,2.617
1718,Megakaryocyte,MSC,FN1,ITGAV,Ligand,Receptor,2.483
1719,Myeloid,MSC,FN1,ITGAV,Ligand,Receptor,2.483
1720,MSC,Neural,COL6A1,ITGB1,Ligand,Receptor,2.268
1721,MSC,MSC,COL6A1,ITGB1,Ligand,Receptor,2.5
1722,MSC,Fibroblast,COL6A1,ITGB1,Ligand,Receptor,2.39
1723,Neural,Megakaryocyte,COL6A1,ITGB1,Ligand,Receptor,2.3480000000000003
1724,MSC,Megakaryocyte,COL6A1,ITGB1,Ligand,Receptor,2.634
1725,Fibroblast,Megakaryocyte,COL6A1,ITGB1,Ligand,Receptor,2.3480000000000003
1726,MSC,MSC,ADAM9,ITGB1,Ligand,Receptor,2.425
1727,Neural,Megakaryocyte,ADAM9,ITGB1,Ligand,Receptor,2.456
1728,MSC,Megakaryocyte,ADAM9,ITGB1,Ligand,Receptor,2.559
1729,Fibroblast,Megakaryocyte,ADAM9,ITGB1,Ligand,Receptor,2.456
1730,Megakaryocyte,Megakaryocyte,ADAM9,ITGB1,Ligand,Receptor,2.456
1731,Myeloid,Megakaryocyte,ADAM9,ITGB1,Ligand,Receptor,2.456
1732,MSC,MSC,SGPP1,ITGB1,Ligand,Receptor,2.425
1733,Neural,Megakaryocyte,SGPP1,ITGB1,Ligand,Receptor,2.456
1734,MSC,Megakaryocyte,SGPP1,ITGB1,Ligand,Receptor,2.559
1735,Fibroblast,Megakaryocyte,SGPP1,ITGB1,Ligand,Receptor,2.456
1736,Megakaryocyte,Megakaryocyte,SGPP1,ITGB1,Ligand,Receptor,2.456
1737,Myeloid,Megakaryocyte,SGPP1,ITGB1,Ligand,Receptor,2.456
1738,MSC,Neural,FN1,IL17RC,Ligand,Receptor,2.379
1739,MSC,MSC,FN1,IL17RC,Ligand,Receptor,2.481
1740,MSC,Fibroblast,FN1,IL17RC,Ligand,Receptor,2.379
1741,MSC,Megakaryocyte,FN1,IL17RC,Ligand,Receptor,2.546
1742,MSC,Myeloid,FN1,IL17RC,Ligand,Receptor,2.379
1743,Fibroblast,Megakaryocyte,FN1,IL17RC,Ligand,Receptor,2.352
1744,MSC,Neural,THBS1,SDC4,Ligand,Receptor,2.639
1745,MSC,MSC,THBS1,SDC4,Ligand,Receptor,2.8
1746,MSC,Fibroblast,THBS1,SDC4,Ligand,Receptor,2.639
1747,MSC,Megakaryocyte,THBS1,SDC4,Ligand,Receptor,2.639
1748,MSC,Myeloid,THBS1,SDC4,Ligand,Receptor,2.639
1749,Megakaryocyte,MSC,THBS1,SDC4,Ligand,Receptor,2.431
1750,MSC,Neural,IBSP,ITGAV,Ligand,Receptor,2.423
1751,Neural,MSC,IBSP,ITGAV,Ligand,Receptor,2.557
1752,MSC,MSC,IBSP,ITGAV,Ligand,Receptor,2.873
1753,Fibroblast,MSC,IBSP,ITGAV,Ligand,Receptor,2.667
1754,Megakaryocyte,MSC,IBSP,ITGAV,Ligand,Receptor,2.557
1755,Myeloid,MSC,IBSP,ITGAV,Ligand,Receptor,2.557
1756,MSC,MSC,NID1,ITGB1,Ligand,Receptor,2.439
1757,Fibroblast,MSC,NID1,ITGB1,Ligand,Receptor,2.441
1758,Neural,Megakaryocyte,NID1,ITGB1,Ligand,Receptor,2.395
1759,MSC,Megakaryocyte,NID1,ITGB1,Ligand,Receptor,2.573
1760,Fibroblast,Megakaryocyte,NID1,ITGB1,Ligand,Receptor,2.575
1761,Myeloid,Megakaryocyte,NID1,ITGB1,Ligand,Receptor,2.395
1762,MSC,Neural,COL1A2,ITGB1,Ligand,Receptor,2.545
1763,MSC,MSC,COL1A2,ITGB1,Ligand,Receptor,2.777
1764,MSC,Fibroblast,COL1A2,ITGB1,Ligand,Receptor,2.6660000000000004
