,source,target,gene_A,gene_B,type_gene_A,type_gene_B,MeanLR
1921,Myeloid,Megakaryocyte,CLEC2D,KLRB1,Ligand,Receptor,2.401
1922,Fibroblast,Myeloid,CLEC2D,KLRB1,Ligand,Receptor,2.441
1923,Megakaryocyte,Myeloid,CLEC2D,KLRB1,Ligand,Receptor,2.522
1924,Megakaryocyte,Neural,GNAS,PTGIR,Ligand,Receptor,2.59
1925,Neural,MSC,GNAS,PTGIR,Ligand,Receptor,2.494
1926,MSC,MSC,GNAS,PTGIR,Ligand,Receptor,2.489
1927,Fibroblast,MSC,GNAS,PTGIR,Ligand,Receptor,2.694
1928,Megakaryocyte,MSC,GNAS,PTGIR,Ligand,Receptor,2.899
1929,Megakaryocyte,Fibroblast,GNAS,PTGIR,Ligand,Receptor,2.59
1930,Megakaryocyte,Megakaryocyte,GNAS,PTGIR,Ligand,Receptor,2.59
1931,MSC,Neural,THBS1,CD47,Ligand,Receptor,2.628
1932,MSC,MSC,THBS1,CD47,Ligand,Receptor,2.842
1933,MSC,Fibroblast,THBS1,CD47,Ligand,Receptor,2.701
1934,MSC,Megakaryocyte,THBS1,CD47,Ligand,Receptor,2.889
1935,MSC,Myeloid,THBS1,CD47,Ligand,Receptor,2.582
1936,Megakaryocyte,MSC,THBS1,CD47,Ligand,Receptor,2.472
1937,Megakaryocyte,Megakaryocyte,THBS1,CD47,Ligand,Receptor,2.52
1938,MSC,MSC,ANGPT1,ITGB1,Ligand,Receptor,2.462
1939,Fibroblast,MSC,ANGPT1,ITGB1,Ligand,Receptor,2.313
1940,Neural,Megakaryocyte,ANGPT1,ITGB1,Ligand,Receptor,2.399
1941,MSC,Megakaryocyte,ANGPT1,ITGB1,Ligand,Receptor,2.596
1942,Fibroblast,Megakaryocyte,ANGPT1,ITGB1,Ligand,Receptor,2.447
1943,Megakaryocyte,Megakaryocyte,ANGPT1,ITGB1,Ligand,Receptor,2.399
1944,Myeloid,Megakaryocyte,ANGPT1,ITGB1,Ligand,Receptor,2.399
1945,MSC,MSC,TGFB1,ENG,Ligand,Receptor,2.582
1946,MSC,Fibroblast,TGFB1,ENG,Ligand,Receptor,2.548
1947,Megakaryocyte,Neural,TGFB1,ENG,Ligand,Receptor,2.767
1948,Megakaryocyte,MSC,TGFB1,ENG,Ligand,Receptor,3.128
1949,Megakaryocyte,Fibroblast,TGFB1,ENG,Ligand,Receptor,3.094
1950,Megakaryocyte,Megakaryocyte,TGFB1,ENG,Ligand,Receptor,2.967
1951,Megakaryocyte,Myeloid,TGFB1,ENG,Ligand,Receptor,2.767
1952,MSC,Neural,HMGB1,THBD,Ligand,Receptor,2.449
1953,MSC,MSC,HMGB1,THBD,Ligand,Receptor,2.594
1954,Fibroblast,MSC,HMGB1,THBD,Ligand,Receptor,2.652
1955,Megakaryocyte,MSC,HMGB1,THBD,Ligand,Receptor,2.585
1956,MSC,Fibroblast,HMGB1,THBD,Ligand,Receptor,2.753
1957,Fibroblast,Fibroblast,HMGB1,THBD,Ligand,Receptor,2.81
1958,Megakaryocyte,Fibroblast,HMGB1,THBD,Ligand,Receptor,2.744
1959,Neural,Megakaryocyte,AGRN,ITGB1,Ligand,Receptor,2.44
1960,MSC,Megakaryocyte,AGRN,ITGB1,Ligand,Receptor,2.543
1961,Fibroblast,Neural,AGRN,ITGB1,Ligand,Receptor,2.422
1962,Fibroblast,MSC,AGRN,ITGB1,Ligand,Receptor,2.654
1963,Fibroblast,Fibroblast,AGRN,ITGB1,Ligand,Receptor,2.543
1964,Fibroblast,Megakaryocyte,AGRN,ITGB1,Ligand,Receptor,2.7880000000000003
1965,Myeloid,Megakaryocyte,AGRN,ITGB1,Ligand,Receptor,2.44
1966,MSC,Neural,HSP90B1,ASGR1,Ligand,Receptor,2.314
1967,MSC,MSC,HSP90B1,ASGR1,Ligand,Receptor,2.314
1968,Neural,Fibroblast,HSP90B1,ASGR1,Ligand,Receptor,2.407
1969,MSC,Fibroblast,HSP90B1,ASGR1,Ligand,Receptor,2.661
1970,Fibroblast,Fibroblast,HSP90B1,ASGR1,Ligand,Receptor,2.5340000000000003
1971,Megakaryocyte,Fibroblast,HSP90B1,ASGR1,Ligand,Receptor,2.5
1972,Myeloid,Fibroblast,HSP90B1,ASGR1,Ligand,Receptor,2.398
1973,Neural,MSC,COL1A1,DDR2,Ligand,Receptor,2.326
1974,MSC,Neural,COL1A1,DDR2,Ligand,Receptor,2.562
1975,MSC,MSC,COL1A1,DDR2,Ligand,Receptor,2.89
1976,MSC,Fibroblast,COL1A1,DDR2,Ligand,Receptor,2.562
1977,MSC,Megakaryocyte,COL1A1,DDR2,Ligand,Receptor,2.562
1978,MSC,Myeloid,COL1A1,DDR2,Ligand,Receptor,2.562
1979,Fibroblast,MSC,COL1A1,DDR2,Ligand,Receptor,2.45
1980,Megakaryocyte,Neural,ICAM2,ITGB2,Ligand,Receptor,2.559
1981,Megakaryocyte,MSC,ICAM2,ITGB2,Ligand,Receptor,2.744
1982,Megakaryocyte,Fibroblast,ICAM2,ITGB2,Ligand,Receptor,2.559
1983,Megakaryocyte,Megakaryocyte,ICAM2,ITGB2,Ligand,Receptor,2.559
1984,MSC,Myeloid,ICAM2,ITGB2,Ligand,Receptor,2.359
1985,Fibroblast,Myeloid,ICAM2,ITGB2,Ligand,Receptor,2.367
1986,Megakaryocyte,Myeloid,ICAM2,ITGB2,Ligand,Receptor,2.855
1987,MSC,Megakaryocyte,TGFB1,CAV1,Ligand,Receptor,2.506
1988,Fibroblast,Megakaryocyte,TGFB1,CAV1,Ligand,Receptor,2.359
1989,Megakaryocyte,Neural,TGFB1,CAV1,Ligand,Receptor,2.7960000000000003
1990,Megakaryocyte,MSC,TGFB1,CAV1,Ligand,Receptor,2.7960000000000003
1991,Megakaryocyte,Fibroblast,TGFB1,CAV1,Ligand,Receptor,2.7960000000000003
1992,Megakaryocyte,Megakaryocyte,TGFB1,CAV1,Ligand,Receptor,3.052
1993,Megakaryocyte,Myeloid,TGFB1,CAV1,Ligand,Receptor,2.7960000000000003
1994,Neural,MSC,SERPING1,LRP1,Ligand,Receptor,2.335
1995,MSC,Neural,SERPING1,LRP1,Ligand,Receptor,2.61
1996,MSC,MSC,SERPING1,LRP1,Ligand,Receptor,2.94
1997,MSC,Fibroblast,SERPING1,LRP1,Ligand,Receptor,2.61
1998,MSC,Megakaryocyte,SERPING1,LRP1,Ligand,Receptor,2.61
1999,MSC,Myeloid,SERPING1,LRP1,Ligand,Receptor,2.61
2000,Fibroblast,MSC,SERPING1,LRP1,Ligand,Receptor,2.389
2001,Neural,MSC,TGFB1,TGFBR3,Ligand,Receptor,2.426
2002,MSC,MSC,TGFB1,TGFBR3,Ligand,Receptor,2.61
2003,Megakaryocyte,Neural,TGFB1,TGFBR3,Ligand,Receptor,2.8160000000000003
2004,Megakaryocyte,MSC,TGFB1,TGFBR3,Ligand,Receptor,3.156
2005,Megakaryocyte,Fibroblast,TGFB1,TGFBR3,Ligand,Receptor,2.8160000000000003
2006,Megakaryocyte,Megakaryocyte,TGFB1,TGFBR3,Ligand,Receptor,2.8160000000000003
2007,Megakaryocyte,Myeloid,TGFB1,TGFBR3,Ligand,Receptor,2.8160000000000003
2008,MSC,Megakaryocyte,VWF,SELP,Ligand,Receptor,2.584
2009,Fibroblast,Neural,VWF,SELP,Ligand,Receptor,2.769
2010,Fibroblast,MSC,VWF,SELP,Ligand,Receptor,2.769
2011,Fibroblast,Fibroblast,VWF,SELP,Ligand,Receptor,2.769
2012,Fibroblast,Megakaryocyte,VWF,SELP,Ligand,Receptor,3.055
2013,Fibroblast,Myeloid,VWF,SELP,Ligand,Receptor,2.769
2014,Megakaryocyte,Megakaryocyte,VWF,SELP,Ligand,Receptor,2.635
2015,MSC,MSC,TIMP2,ITGB1,Ligand,Receptor,2.387
2016,Fibroblast,MSC,TIMP2,ITGB1,Ligand,Receptor,2.322
2017,Neural,Megakaryocyte,TIMP2,ITGB1,Ligand,Receptor,2.37
2018,MSC,Megakaryocyte,TIMP2,ITGB1,Ligand,Receptor,2.521
2019,Fibroblast,Megakaryocyte,TIMP2,ITGB1,Ligand,Receptor,2.456
2020,Megakaryocyte,Megakaryocyte,TIMP2,ITGB1,Ligand,Receptor,2.37
2021,Myeloid,Megakaryocyte,TIMP2,ITGB1,Ligand,Receptor,2.4730000000000003
2022,Neural,Megakaryocyte,FN1,ITGA2B,Ligand,Receptor,2.985
2023,MSC,Neural,FN1,ITGA2B,Ligand,Receptor,2.342
2024,MSC,Megakaryocyte,FN1,ITGA2B,Ligand,Receptor,3.313
2025,MSC,Myeloid,FN1,ITGA2B,Ligand,Receptor,2.494
2026,Fibroblast,Megakaryocyte,FN1,ITGA2B,Ligand,Receptor,3.119
2027,Megakaryocyte,Megakaryocyte,FN1,ITGA2B,Ligand,Receptor,2.985
2028,Myeloid,Megakaryocyte,FN1,ITGA2B,Ligand,Receptor,2.985
2029,MSC,MSC,CD151,DUSP18,Ligand,Receptor,2.349
2030,Fibroblast,MSC,CD151,DUSP18,Ligand,Receptor,2.4130000000000003
2031,Megakaryocyte,Neural,CD151,DUSP18,Ligand,Receptor,2.641
2032,Megakaryocyte,MSC,CD151,DUSP18,Ligand,Receptor,2.744
2033,Megakaryocyte,Fibroblast,CD151,DUSP18,Ligand,Receptor,2.641
2034,Megakaryocyte,Megakaryocyte,CD151,DUSP18,Ligand,Receptor,2.641
2035,Megakaryocyte,Myeloid,CD151,DUSP18,Ligand,Receptor,2.641
2036,Fibroblast,Neural,RPSA,DUSP18,Ligand,Receptor,2.327
2037,Fibroblast,MSC,RPSA,DUSP18,Ligand,Receptor,2.4290000000000003
2038,Megakaryocyte,Neural,RPSA,DUSP18,Ligand,Receptor,2.408
2039,Megakaryocyte,MSC,RPSA,DUSP18,Ligand,Receptor,2.511
2040,Megakaryocyte,Fibroblast,RPSA,DUSP18,Ligand,Receptor,2.408
2041,Megakaryocyte,Megakaryocyte,RPSA,DUSP18,Ligand,Receptor,2.408
2042,Megakaryocyte,Myeloid,RPSA,DUSP18,Ligand,Receptor,2.408
2043,Neural,MSC,DUSP18,ITGB1,Ligand,Receptor,2.314
2044,MSC,MSC,DUSP18,ITGB1,Ligand,Receptor,2.417
2045,Neural,Megakaryocyte,DUSP18,ITGB1,Ligand,Receptor,2.449
2046,MSC,Megakaryocyte,DUSP18,ITGB1,Ligand,Receptor,2.551
2047,Fibroblast,Megakaryocyte,DUSP18,ITGB1,Ligand,Receptor,2.449
2048,Megakaryocyte,Megakaryocyte,DUSP18,ITGB1,Ligand,Receptor,2.449
2049,Myeloid,Megakaryocyte,DUSP18,ITGB1,Ligand,Receptor,2.449
2050,MSC,Neural,LAMA4,ITGAV,Ligand,Receptor,2.501
2051,Neural,MSC,LAMA4,ITGAV,Ligand,Receptor,2.54
2052,MSC,MSC,LAMA4,ITGAV,Ligand,Receptor,2.951
2053,Fibroblast,MSC,LAMA4,ITGAV,Ligand,Receptor,2.59
2054,Megakaryocyte,MSC,LAMA4,ITGAV,Ligand,Receptor,2.54
2055,Myeloid,MSC,LAMA4,ITGAV,Ligand,Receptor,2.54
2056,MSC,Fibroblast,LAMA4,ITGAV,Ligand,Receptor,2.501
2057,Neural,MSC,COL4A1,CD47,Ligand,Receptor,2.319
2058,MSC,MSC,COL4A1,CD47,Ligand,Receptor,2.526
2059,MSC,Megakaryocyte,COL4A1,CD47,Ligand,Receptor,2.573
2060,Fibroblast,MSC,COL4A1,CD47,Ligand,Receptor,2.387
2061,Fibroblast,Megakaryocyte,COL4A1,CD47,Ligand,Receptor,2.434
2062,Megakaryocyte,Megakaryocyte,COL4A1,CD47,Ligand,Receptor,2.366
2063,Myeloid,Megakaryocyte,COL4A1,CD47,Ligand,Receptor,2.366
2064,MSC,Neural,LGALS3BP,ITGB1,Ligand,Receptor,2.383
2065,MSC,MSC,LGALS3BP,ITGB1,Ligand,Receptor,2.614
2066,MSC,Fibroblast,LGALS3BP,ITGB1,Ligand,Receptor,2.504
2067,MSC,Megakaryocyte,LGALS3BP,ITGB1,Ligand,Receptor,2.748
2068,Megakaryocyte,Megakaryocyte,LGALS3BP,ITGB1,Ligand,Receptor,2.417
2069,Myeloid,Megakaryocyte,LGALS3BP,ITGB1,Ligand,Receptor,2.456
2070,MSC,Myeloid,LGALS3BP,ITGB1,Ligand,Receptor,2.354
2071,Neural,MSC,COL1A1,ITGAV,Ligand,Receptor,2.481
2072,MSC,Neural,COL1A1,ITGAV,Ligand,Receptor,2.595
2073,MSC,MSC,COL1A1,ITGAV,Ligand,Receptor,3.044
2074,MSC,Megakaryocyte,COL1A1,ITGAV,Ligand,Receptor,2.595
2075,Fibroblast,MSC,COL1A1,ITGAV,Ligand,Receptor,2.605
2076,Megakaryocyte,MSC,COL1A1,ITGAV,Ligand,Receptor,2.481
2077,Myeloid,MSC,COL1A1,ITGAV,Ligand,Receptor,2.481
2078,Megakaryocyte,Neural,GZMB,PGRMC1,Ligand,Receptor,2.318
2079,Megakaryocyte,MSC,GZMB,PGRMC1,Ligand,Receptor,2.461
2080,Neural,Megakaryocyte,GZMB,PGRMC1,Ligand,Receptor,2.38
2081,MSC,Megakaryocyte,GZMB,PGRMC1,Ligand,Receptor,2.38
2082,Fibroblast,Megakaryocyte,GZMB,PGRMC1,Ligand,Receptor,2.38
2083,Megakaryocyte,Megakaryocyte,GZMB,PGRMC1,Ligand,Receptor,2.611
2084,Myeloid,Megakaryocyte,GZMB,PGRMC1,Ligand,Receptor,2.38
2085,Megakaryocyte,Myeloid,GZMB,PGRMC1,Ligand,Receptor,2.444
2086,Neural,MSC,COL1A1,ITGA11,Ligand,Receptor,2.367
2087,MSC,Neural,COL1A1,ITGA11,Ligand,Receptor,2.5810000000000004
2088,MSC,MSC,COL1A1,ITGA11,Ligand,Receptor,2.93
2089,MSC,Fibroblast,COL1A1,ITGA11,Ligand,Receptor,2.5810000000000004
2090,MSC,Megakaryocyte,COL1A1,ITGA11,Ligand,Receptor,2.5810000000000004
2091,MSC,Myeloid,COL1A1,ITGA11,Ligand,Receptor,2.5810000000000004
2092,Fibroblast,MSC,COL1A1,ITGA11,Ligand,Receptor,2.49
2093,Myeloid,MSC,COL1A1,ITGA11,Ligand,Receptor,2.367
2094,Neural,MSC,DLK1,NOTCH3,Ligand,Receptor,2.681
2095,MSC,MSC,DLK1,NOTCH3,Ligand,Receptor,2.681
2096,Fibroblast,MSC,DLK1,NOTCH3,Ligand,Receptor,2.822
2097,Megakaryocyte,Neural,DLK1,NOTCH3,Ligand,Receptor,3.169
2098,Megakaryocyte,MSC,DLK1,NOTCH3,Ligand,Receptor,3.747
2099,Megakaryocyte,Fibroblast,DLK1,NOTCH3,Ligand,Receptor,3.169
2100,Megakaryocyte,Megakaryocyte,DLK1,NOTCH3,Ligand,Receptor,3.169
2101,Megakaryocyte,Myeloid,DLK1,NOTCH3,Ligand,Receptor,3.169
2102,Neural,Megakaryocyte,BDNF,F11R,Ligand,Receptor,2.632
2103,MSC,Megakaryocyte,BDNF,F11R,Ligand,Receptor,2.632
2104,Fibroblast,Megakaryocyte,BDNF,F11R,Ligand,Receptor,2.702
2105,Fibroblast,Myeloid,BDNF,F11R,Ligand,Receptor,2.45
2106,Megakaryocyte,Megakaryocyte,BDNF,F11R,Ligand,Receptor,2.709
2107,Megakaryocyte,Myeloid,BDNF,F11R,Ligand,Receptor,2.456
2108,Myeloid,Megakaryocyte,BDNF,F11R,Ligand,Receptor,2.632
2109,Myeloid,Myeloid,BDNF,F11R,Ligand,Receptor,2.379
2110,Neural,Fibroblast,MIF4GD,CD74,Ligand,Receptor,2.402
2111,Neural,Megakaryocyte,MIF4GD,CD74,Ligand,Receptor,2.402
2112,MSC,Fibroblast,MIF4GD,CD74,Ligand,Receptor,2.365
2113,Megakaryocyte,Neural,MIF4GD,CD74,Ligand,Receptor,2.507
2114,Megakaryocyte,MSC,MIF4GD,CD74,Ligand,Receptor,2.729
2115,Megakaryocyte,Fibroblast,MIF4GD,CD74,Ligand,Receptor,2.867
2116,Megakaryocyte,Megakaryocyte,MIF4GD,CD74,Ligand,Receptor,2.867
2117,Megakaryocyte,Myeloid,MIF4GD,CD74,Ligand,Receptor,2.461
2118,MSC,Neural,HSPG2,ITGB1,Ligand,Receptor,2.393
2119,MSC,MSC,HSPG2,ITGB1,Ligand,Receptor,2.624
2120,MSC,Fibroblast,HSPG2,ITGB1,Ligand,Receptor,2.514
2121,Neural,Megakaryocyte,HSPG2,ITGB1,Ligand,Receptor,2.385
2122,MSC,Megakaryocyte,HSPG2,ITGB1,Ligand,Receptor,2.758
2123,Fibroblast,Megakaryocyte,HSPG2,ITGB1,Ligand,Receptor,2.5340000000000003
2124,Megakaryocyte,Megakaryocyte,HSPG2,ITGB1,Ligand,Receptor,2.459
2125,Myeloid,Megakaryocyte,HSPG2,ITGB1,Ligand,Receptor,2.525
2126,Neural,Megakaryocyte,VWF,ITGA2B,Ligand,Receptor,3.0860000000000003
2127,MSC,Megakaryocyte,VWF,ITGA2B,Ligand,Receptor,3.229
2128,Fibroblast,Neural,VWF,ITGA2B,Ligand,Receptor,2.729
2129,Fibroblast,Fibroblast,VWF,ITGA2B,Ligand,Receptor,2.774
2130,Fibroblast,Megakaryocyte,VWF,ITGA2B,Ligand,Receptor,3.7
2131,Fibroblast,Myeloid,VWF,ITGA2B,Ligand,Receptor,2.882
2132,Megakaryocyte,Megakaryocyte,VWF,ITGA2B,Ligand,Receptor,3.28
2133,Myeloid,Megakaryocyte,VWF,ITGA2B,Ligand,Receptor,3.0860000000000003
2134,Neural,Megakaryocyte,VWF,GP1BA,Ligand,Receptor,2.962
2135,MSC,Megakaryocyte,VWF,GP1BA,Ligand,Receptor,3.1060000000000003
2136,Fibroblast,MSC,VWF,GP1BA,Ligand,Receptor,2.7430000000000003
2137,Fibroblast,Fibroblast,VWF,GP1BA,Ligand,Receptor,2.7430000000000003
2138,Fibroblast,Megakaryocyte,VWF,GP1BA,Ligand,Receptor,3.577
2139,Fibroblast,Myeloid,VWF,GP1BA,Ligand,Receptor,2.7430000000000003
2140,Megakaryocyte,Megakaryocyte,VWF,GP1BA,Ligand,Receptor,3.157
2141,Myeloid,Megakaryocyte,VWF,GP1BA,Ligand,Receptor,2.962
2142,Neural,MSC,TGFB1,ITGAV,Ligand,Receptor,2.5540000000000003
2143,MSC,MSC,TGFB1,ITGAV,Ligand,Receptor,2.737
2144,Fibroblast,MSC,TGFB1,ITGAV,Ligand,Receptor,2.59
2145,Megakaryocyte,Neural,TGFB1,ITGAV,Ligand,Receptor,2.833
2146,Megakaryocyte,MSC,TGFB1,ITGAV,Ligand,Receptor,3.283
2147,Megakaryocyte,Fibroblast,TGFB1,ITGAV,Ligand,Receptor,2.833
2148,Megakaryocyte,Megakaryocyte,TGFB1,ITGAV,Ligand,Receptor,2.833
2149,Megakaryocyte,Myeloid,TGFB1,ITGAV,Ligand,Receptor,2.833
2150,Neural,Megakaryocyte,FN1,ITGB1,Ligand,Receptor,2.316
2151,MSC,Neural,FN1,ITGB1,Ligand,Receptor,2.279
2152,MSC,MSC,FN1,ITGB1,Ligand,Receptor,2.51
2153,MSC,Fibroblast,FN1,ITGB1,Ligand,Receptor,2.4
2154,MSC,Megakaryocyte,FN1,ITGB1,Ligand,Receptor,2.644
2155,Fibroblast,MSC,FN1,ITGB1,Ligand,Receptor,2.316
2156,Fibroblast,Megakaryocyte,FN1,ITGB1,Ligand,Receptor,2.45
2157,Myeloid,Megakaryocyte,FN1,ITGB1,Ligand,Receptor,2.316
2158,MSC,Neural,COL1A1,CD36,Ligand,Receptor,2.705
2159,MSC,MSC,COL1A1,CD36,Ligand,Receptor,2.679
2160,MSC,Fibroblast,COL1A1,CD36,Ligand,Receptor,2.737
2161,MSC,Megakaryocyte,COL1A1,CD36,Ligand,Receptor,3.109
2162,MSC,Myeloid,COL1A1,CD36,Ligand,Receptor,2.5980000000000003
2163,Fibroblast,Megakaryocyte,COL1A1,CD36,Ligand,Receptor,2.669
2164,Megakaryocyte,Megakaryocyte,COL1A1,CD36,Ligand,Receptor,2.545
2165,Myeloid,Megakaryocyte,COL1A1,CD36,Ligand,Receptor,2.545
2166,Neural,Megakaryocyte,COL4A1,ITGB1,Ligand,Receptor,2.406
2167,MSC,MSC,COL4A1,ITGB1,Ligand,Receptor,2.479
2168,MSC,Fibroblast,COL4A1,ITGB1,Ligand,Receptor,2.3680000000000003
2169,MSC,Megakaryocyte,COL4A1,ITGB1,Ligand,Receptor,2.613
2170,Fibroblast,MSC,COL4A1,ITGB1,Ligand,Receptor,2.34
2171,Fibroblast,Megakaryocyte,COL4A1,ITGB1,Ligand,Receptor,2.474
2172,Megakaryocyte,Megakaryocyte,COL4A1,ITGB1,Ligand,Receptor,2.406
2173,Myeloid,Megakaryocyte,COL4A1,ITGB1,Ligand,Receptor,2.406
2174,Fibroblast,Neural,GSTP1,TRAF2,Ligand,Receptor,2.329
2175,Fibroblast,MSC,GSTP1,TRAF2,Ligand,Receptor,2.329
2176,Fibroblast,Fibroblast,GSTP1,TRAF2,Ligand,Receptor,2.502
2177,Megakaryocyte,Neural,GSTP1,TRAF2,Ligand,Receptor,2.421
2178,Megakaryocyte,MSC,GSTP1,TRAF2,Ligand,Receptor,2.421
2179,Megakaryocyte,Fibroblast,GSTP1,TRAF2,Ligand,Receptor,2.594
2180,Megakaryocyte,Megakaryocyte,GSTP1,TRAF2,Ligand,Receptor,2.421
2181,Megakaryocyte,Myeloid,GSTP1,TRAF2,Ligand,Receptor,2.421
2182,MSC,Neural,LGALS1,ITGB1,Ligand,Receptor,2.21
2183,MSC,MSC,LGALS1,ITGB1,Ligand,Receptor,2.442
2184,Fibroblast,MSC,LGALS1,ITGB1,Ligand,Receptor,2.228
2185,Megakaryocyte,MSC,LGALS1,ITGB1,Ligand,Receptor,2.276
2186,MSC,Fibroblast,LGALS1,ITGB1,Ligand,Receptor,2.331
2187,MSC,Megakaryocyte,LGALS1,ITGB1,Ligand,Receptor,2.576
2188,Fibroblast,Megakaryocyte,LGALS1,ITGB1,Ligand,Receptor,2.362
2189,Megakaryocyte,Megakaryocyte,LGALS1,ITGB1,Ligand,Receptor,2.41
2190,Neural,MSC,ADAM15,ITGB1,Ligand,Receptor,2.285
2191,MSC,MSC,ADAM15,ITGB1,Ligand,Receptor,2.314
2192,Myeloid,MSC,ADAM15,ITGB1,Ligand,Receptor,2.477
2193,Neural,Megakaryocyte,ADAM15,ITGB1,Ligand,Receptor,2.42
2194,MSC,Megakaryocyte,ADAM15,ITGB1,Ligand,Receptor,2.448
2195,Fibroblast,Megakaryocyte,ADAM15,ITGB1,Ligand,Receptor,2.42
2196,Megakaryocyte,Megakaryocyte,ADAM15,ITGB1,Ligand,Receptor,2.42
2197,Myeloid,Megakaryocyte,ADAM15,ITGB1,Ligand,Receptor,2.611
2198,Neural,Megakaryocyte,LTF,GP9,Ligand,Receptor,3.3160000000000003
2199,MSC,Megakaryocyte,LTF,GP9,Ligand,Receptor,3.3160000000000003
2200,Fibroblast,Megakaryocyte,LTF,GP9,Ligand,Receptor,3.3160000000000003
2201,Megakaryocyte,Megakaryocyte,LTF,GP9,Ligand,Receptor,3.3160000000000003
2202,Myeloid,Neural,LTF,GP9,Ligand,Receptor,3.299
2203,Myeloid,MSC,LTF,GP9,Ligand,Receptor,3.295
2204,Myeloid,Fibroblast,LTF,GP9,Ligand,Receptor,3.324
2205,Myeloid,Megakaryocyte,LTF,GP9,Ligand,Receptor,4.5139999999999985
2206,Myeloid,Myeloid,LTF,GP9,Ligand,Receptor,3.277
2207,Neural,Megakaryocyte,CALM3,MYLK,Ligand,Receptor,2.5380000000000003
2208,MSC,Megakaryocyte,CALM3,MYLK,Ligand,Receptor,2.562
2209,Fibroblast,Megakaryocyte,CALM3,MYLK,Ligand,Receptor,2.725
2210,Megakaryocyte,Neural,CALM3,MYLK,Ligand,Receptor,2.807
2211,Megakaryocyte,MSC,CALM3,MYLK,Ligand,Receptor,2.772
2212,Megakaryocyte,Fibroblast,CALM3,MYLK,Ligand,Receptor,2.804
2213,Megakaryocyte,Megakaryocyte,CALM3,MYLK,Ligand,Receptor,3.264
2214,Megakaryocyte,Myeloid,CALM3,MYLK,Ligand,Receptor,2.772
2215,Myeloid,Megakaryocyte,CALM3,MYLK,Ligand,Receptor,2.709
2216,Neural,MSC,COL1A2,ITGA11,Ligand,Receptor,2.354
2217,MSC,Neural,COL1A2,ITGA11,Ligand,Receptor,2.614
2218,MSC,MSC,COL1A2,ITGA11,Ligand,Receptor,2.963
2219,MSC,Fibroblast,COL1A2,ITGA11,Ligand,Receptor,2.614
2220,MSC,Megakaryocyte,COL1A2,ITGA11,Ligand,Receptor,2.614
2221,MSC,Myeloid,COL1A2,ITGA11,Ligand,Receptor,2.614
2222,Fibroblast,MSC,COL1A2,ITGA11,Ligand,Receptor,2.411
2223,Megakaryocyte,MSC,COL1A2,ITGA11,Ligand,Receptor,2.354
2224,Myeloid,MSC,COL1A2,ITGA11,Ligand,Receptor,2.354
2225,MSC,Neural,LEPR,LEPR,Ligand,Receptor,2.6010000000000004
2226,Neural,MSC,LEPR,LEPR,Ligand,Receptor,2.6010000000000004
2227,MSC,MSC,LEPR,LEPR,Ligand,Receptor,3.28
2228,Fibroblast,MSC,LEPR,LEPR,Ligand,Receptor,2.6010000000000004
2229,Megakaryocyte,MSC,LEPR,LEPR,Ligand,Receptor,2.6010000000000004
2230,Myeloid,MSC,LEPR,LEPR,Ligand,Receptor,2.6010000000000004
2231,MSC,Fibroblast,LEPR,LEPR,Ligand,Receptor,2.6010000000000004
2232,MSC,Megakaryocyte,LEPR,LEPR,Ligand,Receptor,2.6010000000000004
2233,MSC,Myeloid,LEPR,LEPR,Ligand,Receptor,2.6010000000000004
2234,Neural,Megakaryocyte,CALM3,GP6,Ligand,Receptor,2.589
2235,MSC,Megakaryocyte,CALM3,GP6,Ligand,Receptor,2.613
2236,Fibroblast,Megakaryocyte,CALM3,GP6,Ligand,Receptor,2.776
2237,Megakaryocyte,Neural,CALM3,GP6,Ligand,Receptor,2.799
2238,Megakaryocyte,MSC,CALM3,GP6,Ligand,Receptor,2.799
2239,Megakaryocyte,Fibroblast,CALM3,GP6,Ligand,Receptor,2.9130000000000003
2240,Megakaryocyte,Megakaryocyte,CALM3,GP6,Ligand,Receptor,3.315
2241,Megakaryocyte,Myeloid,CALM3,GP6,Ligand,Receptor,2.799
2242,Myeloid,Megakaryocyte,CALM3,GP6,Ligand,Receptor,2.76
2243,Neural,Myeloid,ALOX5,ALOX5AP,Ligand,Receptor,2.79
2244,MSC,Myeloid,ALOX5,ALOX5AP,Ligand,Receptor,2.79
2245,Fibroblast,Myeloid,ALOX5,ALOX5AP,Ligand,Receptor,2.79
2246,Megakaryocyte,Myeloid,ALOX5,ALOX5AP,Ligand,Receptor,2.79
2247,Myeloid,Neural,ALOX5,ALOX5AP,Ligand,Receptor,2.549
2248,Myeloid,MSC,ALOX5,ALOX5AP,Ligand,Receptor,2.549
2249,Myeloid,Fibroblast,ALOX5,ALOX5AP,Ligand,Receptor,2.549
2250,Myeloid,Megakaryocyte,ALOX5,ALOX5AP,Ligand,Receptor,2.752
2251,Myeloid,Myeloid,ALOX5,ALOX5AP,Ligand,Receptor,3.228
2252,Neural,Megakaryocyte,COL1A2,ITGA2B,Ligand,Receptor,2.971
2253,MSC,Neural,COL1A2,ITGA2B,Ligand,Receptor,2.608
2254,MSC,MSC,COL1A2,ITGA2B,Ligand,Receptor,2.608
2255,MSC,Fibroblast,COL1A2,ITGA2B,Ligand,Receptor,2.653
2256,MSC,Megakaryocyte,COL1A2,ITGA2B,Ligand,Receptor,3.579
